UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U114971,2,1,1258.0,PR100064,Windows,PR100801,0,1
U114972,13,3,1184.0,,Windows,PR100121,5,8
U114973,6,2,1435.0,PR100551,Andriod,PR100017,0,4
U114974,1,1,1746.0,PR100446,Windows,PR100134,0,1
U114975,0,0,1322.0,PR100272,Andriod,PR100258,0,0
U114976,4,1,1411.0,PR100318,Windows,PR100219,1,3
U114978,3,4,1998.0,PR100188,Windows,PR100064,0,3
U114979,1,1,2022.0,PR101083,Andriod,PR100102,1,0
U114980,13,5,1524.0,PR100908,Windows,PR100269,3,7
U114981,7,4,1534.0,PR100166,Andriod,PR101151,3,3
U114982,1,4,1522.0,PR100959,Andriod,PR100017,0,0
U114983,4,4,1717.0,PR100102,Andriod,PR100352,1,2
U114984,7,4,1487.0,PR100166,Windows,PR100206,0,5
U114985,0,0,1196.0,PR100901,Andriod,PR100633,0,0
U114986,3,4,1554.0,PR100102,Mac OS X,PR100076,3,0
U114987,1,1,1517.0,PR100017,Windows,PR100912,1,0
U114988,1,1,1277.0,PR100329,Windows,PR100329,1,0
U114989,2,1,1304.0,PR100945,Andriod,PR100631,2,0
U114990,7,5,1936.0,,Windows,PR100036,1,5
U114991,3,2,1235.0,PR100070,Andriod,PR100987,2,1
U114992,11,4,1254.0,,Andriod,PR100102,3,6
U114993,1,2,2143.0,,Windows,PR100120,0,1
U114994,0,0,1614.0,PR101451,Linux,PR101451,0,0
U114995,6,3,1277.0,PR100017,Windows,PR100051,2,3
U114996,14,8,1859.0,PR101330,Mac OS X,PR100102,2,11
U114997,7,3,1855.0,PR101575,Windows,PR100017,4,3
U114998,1,0,1269.0,PR100017,Windows,PR100390,0,1
U114999,3,2,1187.0,PR100036,Windows,,0,0
U115000,3,3,1802.0,PR100251,Andriod,PR100176,1,2
U115001,4,1,1225.0,PR100910,Windows,PR100102,2,2
U115002,2,1,1225.0,PR100859,Andriod,PR101381,2,0
U115003,2,1,1197.0,PR100859,Andriod,PR101463,2,0
U115004,1,1,1192.0,PR100017,Windows,PR100697,1,0
U115005,1,3,1292.0,PR100454,Windows,PR101301,0,1
U115006,2,2,1178.0,,Windows,PR100199,1,1
U115007,0,2,1550.0,PR101030,Andriod,PR100621,0,0
U115008,9,5,1225.0,,Andriod,PR100251,4,3
U115009,1,2,1182.0,PR100788,Andriod,PR100788,1,0
U115010,1,2,1215.0,PR100102,Windows,PR100017,0,0
U115011,3,2,2002.0,PR100086,Andriod,PR100355,1,2
U115012,0,0,1179.0,PR100676,Windows,PR100504,0,0
U115013,0,0,1197.0,PR100500,Windows,PR100113,0,0
U115014,1,0,1290.0,,Windows,PR100017,1,0
U115015,10,5,1912.0,PR100997,Windows,PR100673,3,7
U115016,37,8,1235.0,PR100134,Windows,PR100350,2,31
U115017,10,5,1265.0,PR100321,Windows,PR100850,3,7
U115018,1,1,1417.0,PR100176,Windows,PR100102,0,1
U115019,5,2,1256.0,PR100017,Andriod,PR100017,1,2
U115020,0,2,1273.0,PR100359,Mac OS X,PR100640,0,0
U115021,0,6,1227.0,PR100166,Windows,PR100223,0,0
U115022,14,11,1511.0,PR100859,Windows,PR100017,5,5
U115023,1,1,1188.0,PR100121,Windows,PR100014,1,0
U115024,1,1,1205.0,PR100095,Windows,PR100017,0,1
U115025,6,3,2901.0,PR100206,Windows,PR100743,0,5
U115026,55,3,1938.0,PR100287,Windows,PR100287,12,36
U115028,5,3,2139.0,PR100058,Linux,PR100055,2,2
U115029,0,0,1200.0,PR100188,Windows,PR100146,0,0
U115030,15,4,1657.0,PR100316,Windows,PR100102,0,14
U115031,0,1,1253.0,PR100166,Andriod,PR100374,0,0
U115032,3,1,1290.0,PR100901,Windows,PR100301,1,1
U115033,4,8,1876.0,PR100390,Windows,PR100390,2,2
U115034,0,0,1627.0,PR100250,Ios,PR100110,0,0
U115035,29,6,1510.0,PR101049,Windows,PR100055,7,16
U115036,2,4,1653.0,PR100723,Windows,PR101814,1,0
U115037,0,0,2311.0,PR100020,Windows,PR100020,0,0
U115038,4,3,1620.0,PR100017,Andriod,PR100017,2,2
U115039,3,2,2236.0,PR100166,Windows,PR100072,2,1
U115040,7,3,1192.0,,Windows,,6,1
U115041,89,2,2235.0,PR100504,Windows,PR100938,1,75
U115042,4,2,2836.0,PR100630,Windows,PR100413,1,3
U115043,12,9,1613.0,PR100301,Andriod,PR100694,4,7
U115044,17,9,1342.0,PR100202,Windows,PR100005,8,9
U115045,1,1,1193.0,PR100102,Windows,PR101541,0,0
U115046,1,3,1241.0,PR100017,Mac OS X,PR100102,1,0
U115047,0,0,1243.0,PR100268,Mac OS X,PR101292,0,0
U115048,6,3,1565.0,PR101051,Andriod,PR100741,4,1
U115049,0,0,1181.0,,Andriod,PR100269,0,0
U115050,0,0,1354.0,PR100122,Windows,PR100017,0,0
U115051,2,1,1359.0,PR100188,Windows,PR101181,0,2
U115052,0,0,1656.0,PR100028,Andriod,PR100352,0,0
U115053,0,0,1498.0,PR100200,Windows,,0,0
U115054,5,3,1905.0,PR100369,Andriod,PR100751,2,1
U115055,2,1,1180.0,PR100044,Windows,PR100244,0,2
U115056,0,0,1622.0,PR100086,Windows,PR100086,0,0
U115057,5,3,1210.0,PR100017,Windows,PR100225,2,3
U115058,2,1,1206.0,PR100906,Windows,PR100906,0,2
U115059,3,3,1480.0,PR100369,Andriod,PR100309,3,0
U115060,3,1,1368.0,PR100364,Windows,PR100564,1,2
U115061,1,1,1220.0,PR100301,Mac OS X,PR100102,0,1
U115062,12,7,1200.0,PR100850,Windows,PR100850,5,7
U115063,69,8,1255.0,,Windows,PR100254,0,60
U115064,0,0,1831.0,PR100021,Windows,PR100450,0,0
U115065,33,17,1566.0,PR100481,Windows,PR100481,18,11
U115066,5,6,1965.0,PR100251,Windows,PR100366,0,5
U115067,14,6,1304.0,PR100558,Windows,PR100558,4,9
U115068,5,4,1421.0,PR101292,Windows,PR100069,1,4
U115069,12,8,1825.0,PR100390,Windows,PR100390,7,3
U115070,1,8,1215.0,PR100870,Windows,PR100870,1,0
U115071,493,33,1978.0,PR101042,Windows,PR101367,61,361
U115072,0,9,1229.0,PR109627,Windows,PR100390,0,0
U115073,1,6,1484.0,PR100833,Windows,PR100469,0,1
U115074,2,2,1290.0,PR100017,Andriod,PR100306,1,1
U115075,0,3,1201.0,PR100434,Andriod,PR100595,0,0
U115076,0,0,1507.0,PR100055,Windows,PR100306,0,0
U115077,1,1,1504.0,PR100017,Andriod,PR100017,1,0
U115078,1,4,1249.0,PR100166,Windows,PR100747,1,0
U115079,26,10,1200.0,PR100850,Windows,PR100224,17,7
U115080,0,0,1221.0,PR100017,Andriod,PR100348,0,0
U115081,1,1,3273.0,PR101744,Windows,PR102072,1,0
U115082,1,1,1215.0,PR100017,Andriod,PR100069,1,0
U115083,0,0,1468.0,PR100017,Andriod,PR100057,0,0
U115084,4,2,1240.0,PR100017,Andriod,PR100166,1,3
U115085,18,9,1361.0,PR100390,Windows,PR100017,11,7
U115086,24,4,1212.0,PR100558,Windows,PR100558,4,18
U115087,23,8,1193.0,PR100910,Mac OS X,PR100219,7,12
U115089,15,4,1251.0,PR100017,Windows,PR100274,1,10
U115090,14,2,1179.0,PR100041,Windows,PR100041,1,11
U115091,0,1,1179.0,PR100290,Windows,PR100060,0,0
U115092,7,4,1219.0,PR100453,Windows,PR100885,3,2
U115093,28,11,1438.0,PR100017,Andriod,PR106826,10,14
U115094,0,0,1217.0,PR100017,Windows,PR100044,0,0
U115095,3,2,2396.0,PR101332,Andriod,PR100461,1,2
U115096,3,1,1222.0,PR100339,Windows,PR100200,0,2
U115097,1,1,1189.0,PR100028,Andriod,PR100910,1,0
U115098,18,9,1270.0,PR100017,Windows,PR101619,6,9
U115099,1,1,1529.0,PR100578,Windows,PR100504,0,1
U115100,1,1,1486.0,PR100017,Andriod,PR100319,1,0
U115101,1,1,1217.0,PR100115,Andriod,PR100023,1,0
U115102,7,5,1243.0,PR100469,Windows,PR100017,2,3
U115103,6,3,1831.0,PR100397,Windows,,1,5
U115104,1,1,1600.0,PR100488,Andriod,PR100113,0,1
U115105,7,2,1536.0,PR100080,Windows,PR100646,1,5
U115106,7,5,1352.0,PR101042,Windows,PR100017,4,1
U115107,5,3,1275.0,PR100166,Windows,PR100047,3,2
U115108,2,2,1217.0,PR101111,Windows,PR100306,0,1
U115109,33,13,1463.0,,Windows,PR100051,7,24
U115110,2,4,2973.0,PR100760,Windows,PR100102,2,0
U115111,0,0,1189.0,PR100269,Andriod,PR101708,0,0
U115112,0,0,1725.0,PR100855,Windows,PR100550,0,0
U115113,5,3,1747.0,PR100177,Windows,PR100177,1,4
U115114,0,0,1261.0,PR100504,Andriod,PR100504,0,0
U115115,7,5,2053.0,PR100017,Windows,PR101340,4,3
U115116,3,1,1196.0,PR100188,Windows,PR100015,1,2
U115117,2,2,2614.0,PR100017,Andriod,PR102519,1,1
U115118,0,0,1243.0,PR100654,Andriod,PR100654,0,0
U115119,2,3,1448.0,PR100833,Windows,PR100005,0,2
U115120,0,0,1318.0,PR100145,Andriod,PR100872,0,0
U115121,0,1,1330.0,PR100784,Windows,PR101029,0,0
U115122,0,0,1313.0,PR100736,Windows,PR100036,0,0
U115123,4,4,2645.0,PR101538,Andriod,PR100166,3,0
U115124,4,2,1451.0,PR100017,Windows,PR101945,0,4
U115125,1,1,1490.0,PR100200,Andriod,PR100200,0,1
U115126,1,1,2889.0,PR100316,Windows,PR101462,0,1
U115127,7,7,2433.0,PR100747,Windows,PR107489,3,3
U115128,5,9,1441.0,PR100498,Windows,PR100036,3,2
U115129,4,4,1218.0,PR100844,Mac OS X,PR100200,0,4
U115130,2,2,1194.0,PR100010,Andriod,PR100330,1,1
U115131,1,1,1262.0,PR100017,Andriod,PR100036,1,0
U115132,3,2,1191.0,PR100166,Windows,PR100506,2,1
U115133,2,1,1297.0,PR100428,Andriod,,0,1
U115134,31,12,2988.0,PR100051,Windows,PR100991,10,18
U115135,7,5,1347.0,PR100017,Windows,PR100333,3,2
U115136,11,9,1202.0,PR100135,Windows,PR101013,10,0
U115137,1,1,1192.0,PR100469,Andriod,PR100739,1,0
U115138,0,0,1193.0,PR100152,Windows,PR100152,0,0
U115139,2,1,1245.0,PR100017,Windows,PR100281,1,1
U115140,1,1,1668.0,PR100017,Andriod,PR100017,1,0
U115142,4,2,1628.0,PR100145,Mac OS X,PR100881,2,1
U115143,6,2,1293.0,PR100017,Windows,PR100130,1,4
U115144,6,8,1389.0,PR100121,Windows,PR100133,6,0
U115145,2,2,1277.0,PR100151,Windows,PR100275,1,1
U115146,0,2,1877.0,PR100471,Windows,PR100320,0,0
U115147,3,4,1210.0,PR100859,Andriod,PR100145,0,3
U115149,0,1,1180.0,PR100102,Andriod,PR100661,0,0
U115150,1,1,1928.0,PR100330,Andriod,PR100097,1,0
U115151,2,4,1254.0,PR100339,Windows,PR100348,1,1
U115152,16,9,1250.0,PR100123,Andriod,PR100044,7,8
U115153,3,2,2671.0,PR100312,Windows,PR100591,1,2
U115154,2,1,1212.0,PR100060,Andriod,PR100063,1,1
U115155,26,3,2933.0,,Windows,PR100352,0,25
U115156,0,0,1196.0,PR100651,Windows,PR100199,0,0
U115157,12,22,2562.0,PR100145,Mac OS X,PR100055,4,8
U115158,1,1,1337.0,PR100450,Windows,PR100030,0,1
U115159,5,2,1314.0,PR100741,Windows,PR100741,1,2
U115160,1,1,1199.0,PR100344,Windows,PR100344,1,0
U115161,2,2,3092.0,PR100096,Windows,PR100096,0,0
U115162,0,0,1681.0,,Andriod,PR101381,0,0
U115163,6,3,1380.0,PR100145,Andriod,PR100578,3,2
U115164,6,5,1537.0,PR100352,Andriod,PR100017,1,5
U115165,6,4,1848.0,PR100304,Windows,PR100304,3,2
U115166,27,2,1655.0,PR100102,Ios,PR100102,1,19
U115167,6,1,1190.0,PR100017,Andriod,PR100369,0,6
U115168,4,2,1192.0,PR100145,Windows,PR100017,4,0
U115169,29,8,1676.0,PR100245,Windows,PR100307,2,20
U115170,7,4,1312.0,,Andriod,PR101505,5,2
U115171,10,8,1209.0,PR100390,Windows,PR100166,1,7
U115172,0,0,2846.0,PR100102,Windows,PR100102,0,0
U115173,2,2,3096.0,PR102434,Windows,PR100457,2,0
U115174,4,2,1537.0,PR100017,Windows,PR100432,0,3
U115175,43,11,1178.0,PR100223,Windows,PR100223,4,37
U115176,2,1,2361.0,PR101316,Windows,PR101463,1,1
U115177,0,0,1589.0,PR100054,Andriod,PR100006,0,0
U115178,59,5,1786.0,PR100826,Windows,PR100457,2,46
U115179,2,1,2286.0,PR100250,Windows,,2,0
U115180,23,3,2074.0,PR100145,Windows,PR100145,3,16
U115181,5,3,2203.0,PR100498,Andriod,PR100102,1,4
U115182,135,37,2448.0,PR100363,Windows,PR102525,17,103
U115183,6,5,2508.0,,Windows,PR100051,3,3
U115184,12,6,1334.0,PR100137,Windows,PR100137,2,9
U115185,1,1,1250.0,PR101089,Andriod,PR101089,1,0
U115186,5,5,2427.0,PR100359,Windows,PR100206,2,1
U115187,0,0,1318.0,PR100289,Windows,PR100145,0,0
U115188,1,1,1754.0,PR100417,Andriod,PR100771,1,0
U115189,2,1,1223.0,PR102864,Andriod,PR101013,0,2
U115190,3,5,3132.0,PR100561,Windows,PR100561,2,0
U115191,10,28,1285.0,PR100507,Windows,PR103015,4,4
U115192,26,11,1200.0,PR100850,Andriod,PR100241,15,6
U115193,66,21,1177.0,PR100166,Windows,PR100200,15,42
U115194,2,1,1458.0,PR100600,Windows,PR100044,0,2
U115195,0,1,1356.0,PR101294,Linux,,0,0
U115196,0,0,1330.0,PR100784,Windows,PR101029,0,0
U115197,2,2,1215.0,PR100758,Andriod,PR101111,0,2
U115198,9,5,1200.0,PR100850,Windows,PR100226,6,2
U115199,3,1,1589.0,PR100498,Linux,PR100812,2,1
U115200,2,1,2855.0,PR100152,Windows,PR100036,2,0
U115201,12,7,2549.0,PR106161,Windows,PR100097,1,6
U115202,32,6,1256.0,PR101030,Andriod,PR101030,5,23
U115203,3,4,1363.0,PR101188,Windows,PR100079,1,2
U115204,1,2,1184.0,PR100036,Windows,PR100036,0,1
U115205,0,0,1185.0,PR100688,Windows,PR101159,0,0
U115206,0,0,1202.0,,Andriod,,0,0
U115207,3,1,1380.0,PR100145,Andriod,PR100017,1,2
U115208,4,1,1441.0,,Windows,,0,2
U115209,54,15,1191.0,PR101030,Andriod,PR101030,13,36
U115210,6,9,1495.0,PR100064,Windows,PR100301,2,4
U115211,3,1,1302.0,PR100017,Windows,PR100102,0,2
U115212,4,4,1941.0,PR101062,Windows,PR100044,1,1
U115213,10,5,1381.0,PR100910,Windows,PR100901,4,5
U115215,7,1,1976.0,PR100251,Windows,PR100044,1,5
U115216,0,0,1312.0,PR101143,Windows,PR101814,0,0
U115217,0,1,1185.0,PR101474,Windows,PR100015,0,0
U115218,10,5,2136.0,PR100978,Andriod,PR100631,4,5
U115219,15,7,1425.0,PR100578,Windows,PR100645,7,6
U115220,4,3,1177.0,PR100060,Windows,PR100267,1,2
U115221,0,0,1362.0,PR101525,Windows,PR100910,0,0
U115222,2,2,2560.0,PR100405,Windows,PR100250,0,1
U115223,0,0,1282.0,PR100520,Windows,PR100108,0,0
U115224,4,5,1207.0,,Windows,,1,1
U115225,1,6,1243.0,PR100145,Andriod,PR100910,1,0
U115226,4,3,1184.0,PR101847,Windows,PR101847,1,3
U115228,3,2,1781.0,PR100130,Windows,PR100912,1,2
U115229,10,5,1892.0,PR100515,Windows,PR100041,1,8
U115230,2,1,1769.0,PR100041,Windows,,0,2
U115231,13,7,1176.0,PR100910,Andriod,PR100017,8,4
U115232,0,0,1650.0,PR100690,Windows,PR101042,0,0
U115233,1,2,1202.0,PR100319,Andriod,PR100115,0,0
U115234,2,1,1655.0,PR100200,Linux,PR100200,0,2
U115236,4,3,1200.0,PR100390,Windows,PR100017,1,3
U115237,37,12,1200.0,PR100850,Windows,PR100850,27,6
U115238,2,2,1373.0,PR100023,Windows,PR100102,0,2
U115239,5,2,2705.0,PR100028,Windows,PR100019,0,4
U115240,0,0,1191.0,PR100200,Andriod,PR100074,0,0
U115241,4,6,1307.0,PR100209,Windows,PR100060,2,1
U115242,2,3,1550.0,PR100115,Andriod,PR100073,2,0
U115243,23,18,1995.0,PR101086,Windows,,9,9
U115244,7,4,1516.0,PR100055,Windows,PR100526,1,3
U115245,3,2,1803.0,PR100161,Windows,,1,2
U115247,1,1,1181.0,PR100873,Windows,PR100527,0,1
U115248,10,2,2430.0,PR101721,Windows,PR100050,0,10
U115249,1,4,1484.0,PR100200,Windows,PR100181,0,0
U115250,1,1,1202.0,PR100015,Andriod,PR100885,1,0
U115251,2,3,1229.0,PR100017,Ubuntu,PR100200,0,2
U115252,1,6,1574.0,PR100870,Windows,,1,0
U115253,5,1,1757.0,PR101238,Windows,PR100197,1,4
U115254,14,5,1379.0,PR100145,Andriod,PR100145,6,7
U115255,5,4,1379.0,PR100017,Andriod,PR100062,3,0
U115256,0,0,2674.0,PR101474,Windows,PR100580,0,0
U115257,0,0,1180.0,PR100736,Andriod,PR100192,0,0
U115258,3,4,2227.0,PR100301,Windows,PR101151,1,1
U115259,21,5,1215.0,PR100028,Windows,,2,17
U115261,13,10,1182.0,PR100166,Windows,PR100595,5,6
U115262,8,4,1524.0,PR100017,Windows,PR100321,4,4
U115263,2,1,1207.0,PR100613,Windows,PR100017,1,1
U115264,10,5,1479.0,PR100166,Windows,PR100028,2,6
U115265,16,4,3389.0,PR100192,Windows,PR100499,0,14
U115266,0,0,1180.0,PR100352,Andriod,PR100080,0,0
U115267,2,4,1908.0,PR100776,Windows,PR100435,1,1
U115268,1,14,1296.0,,Windows,PR100602,1,0
U115269,1,1,1481.0,PR100498,Windows,,1,0
U115270,4,2,1379.0,PR100469,Andriod,PR100248,0,4
U115271,4,2,1636.0,PR101030,Windows,PR100469,2,2
U115272,6,4,1427.0,PR101738,Windows,PR100036,2,2
U115273,1,3,1354.0,,Windows,PR100881,1,0
U115274,7,7,2056.0,PR100988,Windows,PR100515,3,4
U115275,0,0,1178.0,PR100166,Mac OS X,PR100166,0,0
U115276,0,0,3116.0,PR100054,Windows,PR100371,0,0
U115277,35,10,1379.0,,Andriod,PR100558,11,19
U115278,0,0,1460.0,,Andriod,PR100281,0,0
U115279,0,0,1652.0,PR100364,Windows,PR100251,0,0
U115280,0,0,1196.0,PR100278,Windows,PR100200,0,0
U115281,0,0,1505.0,PR100258,Andriod,PR101637,0,0
U115282,0,0,1221.0,PR101013,Windows,PR100074,0,0
U115283,0,0,1449.0,PR101039,Andriod,PR101039,0,0
U115284,2,1,1228.0,PR100301,Windows,PR100121,0,2
U115285,1,1,1183.0,,Windows,PR101049,0,0
U115286,1,1,1822.0,PR100945,Andriod,PR100268,1,0
U115287,1,1,1192.0,PR101445,Andriod,PR100145,0,0
U115288,1,1,1175.0,PR101111,Andriod,PR100324,1,0
U115289,2,1,1410.0,PR100001,Windows,PR100972,1,1
U115290,3,5,3380.0,PR100485,Andriod,PR100003,0,3
U115291,1,1,3389.0,PR100010,Andriod,,1,0
U115292,4,2,1267.0,PR100951,Windows,PR100103,1,2
U115293,1,1,1556.0,PR100444,Windows,PR100219,1,0
U115294,2,3,1739.0,PR100010,Andriod,PR100102,2,0
U115295,2,1,1258.0,PR100615,Andriod,,2,0
U115296,10,8,1191.0,PR100515,Windows,PR100730,4,4
U115297,4,2,1208.0,PR100253,Mac OS X,PR100253,1,2
U115298,1,1,1238.0,PR100424,Windows,PR100859,1,0
U115299,1,2,1202.0,PR100908,Windows,PR100850,0,1
U115300,6,2,1183.0,PR100017,Windows,PR100629,0,6
U115301,1,1,1551.0,PR100166,Windows,PR100004,0,0
U115302,5,3,1192.0,PR100145,Andriod,PR100166,3,2
U115303,31,9,2324.0,PR100166,Windows,,10,14
U115304,53,12,1200.0,PR100850,Windows,PR100145,12,37
U115305,1,5,1328.0,PR100060,Windows,PR100501,1,0
U115306,13,9,1191.0,PR100901,Andriod,PR100910,7,2
U115307,0,1,2472.0,PR100282,Windows,,0,0
U115310,31,11,1283.0,PR100017,Windows,PR100122,8,17
U115311,1,7,1177.0,PR100060,Linux,PR100060,1,0
U115312,43,7,1257.0,PR100200,Windows,PR100102,2,38
U115313,3,1,1179.0,PR100885,Windows,PR100807,0,2
U115314,0,0,1193.0,PR100070,Windows,PR100060,0,0
U115315,0,0,2053.0,PR100083,Andriod,,0,0
U115316,7,3,1379.0,PR100145,Andriod,PR100145,5,2
U115317,6,2,1872.0,PR101242,Windows,PR100070,2,2
U115318,0,0,2294.0,PR100279,Andriod,PR100102,0,0
U115319,135,48,1501.0,,Windows,PR100660,13,103
U115320,3,2,1192.0,PR100145,Andriod,PR100329,2,1
U115321,1,0,1790.0,,Windows,PR100121,1,0
U115322,1,1,1181.0,PR100036,Andriod,PR100062,1,0
U115323,1,5,1229.0,PR101421,Windows,,1,0
U115325,47,23,1356.0,PR107050,Windows,PR100308,8,34
U115326,4,1,1256.0,PR100102,Windows,PR100737,0,3
U115327,0,0,1274.0,PR100676,Andriod,PR100633,0,0
U115328,2,2,1198.0,PR100036,Andriod,PR100044,1,0
U115329,1,1,1215.0,PR100355,Linux,PR101026,1,0
U115330,1,1,1976.0,PR101539,Andriod,PR100134,1,0
U115331,2,1,1191.0,PR100134,Linux,PR100044,0,2
U115332,4,3,1312.0,PR100145,Andriod,PR100080,3,1
U115333,5,2,1192.0,PR100145,Andriod,PR100102,1,3
U115334,0,0,1200.0,PR100258,Windows,PR100732,0,0
U115335,0,0,1192.0,PR100202,Andriod,PR100145,0,0
U115336,8,3,1192.0,PR100145,Windows,PR100567,5,3
U115337,8,4,1395.0,PR100102,Windows,PR100567,2,6
U115338,9,4,1192.0,PR100145,Andriod,,3,5
U115339,3,3,1457.0,PR100883,Windows,PR100027,1,2
U115340,1,1,1496.0,PR106886,Windows,PR100102,1,0
U115341,4,3,1392.0,PR100686,Andriod,PR100017,3,1
U115342,7,4,1379.0,PR100145,Andriod,PR100145,4,3
U115343,1,1,1218.0,PR100017,Andriod,PR100017,0,0
U115344,3,2,1183.0,PR100919,Windows,PR100919,1,2
U115345,3,2,1381.0,,Andriod,PR100017,1,2
U115346,8,4,1379.0,PR100145,Windows,PR100145,2,6
U115347,9,6,1335.0,PR100153,Windows,PR100153,5,4
U115348,26,5,1312.0,PR100145,Andriod,PR100145,14,9
U115349,2,2,1185.0,PR100192,Windows,PR100134,1,0
U115350,22,7,1191.0,PR100885,Andriod,PR102149,15,4
U115351,0,0,2939.0,,Windows,,0,0
U115352,1,1,1192.0,PR100522,Andriod,PR100136,0,1
U115353,4,2,1381.0,,Andriod,PR100145,2,2
U115354,9,7,1926.0,PR100986,Windows,,3,5
U115355,1,1,1702.0,PR102063,Andriod,PR100017,1,0
U115356,29,10,1226.0,PR100241,Andriod,PR100910,18,6
U115357,21,11,1193.0,PR100241,Andriod,PR100901,12,5
U115358,4,2,1176.0,PR100010,Andriod,PR100166,1,2
U115359,0,0,1203.0,PR100739,Windows,PR100564,0,0
U115360,0,0,1531.0,PR100103,Windows,PR100097,0,0
U115361,5,1,1231.0,PR100735,Windows,PR100735,1,2
U115362,14,2,1343.0,PR100333,Windows,PR100333,1,11
U115363,0,0,2894.0,PR100083,Windows,PR100202,0,0
U115364,10,2,1537.0,PR100030,Windows,PR100030,1,9
U115366,0,0,1191.0,PR100348,Andriod,PR101463,0,0
U115367,5,7,1185.0,PR100901,Windows,PR100629,2,1
U115368,29,5,1178.0,PR100017,Windows,PR100456,0,20
U115369,1,2,1416.0,PR100041,Andriod,,1,0
U115370,3,2,1356.0,PR100080,Windows,PR100200,1,1
U115371,1,1,1221.0,PR100017,Andriod,PR100348,0,1
U115372,1,1,1369.0,PR100664,Windows,PR100051,1,0
U115373,3,2,1758.0,,Windows,PR100743,1,1
U115374,0,8,1464.0,PR100390,Windows,PR101800,0,0
U115375,12,5,1305.0,PR100145,Windows,PR100017,7,3
U115376,15,6,1191.0,PR100629,Andriod,PR100629,9,4
U115377,1,1,1307.0,PR100705,Andriod,PR102247,1,0
U115378,3,2,1246.0,PR100102,Andriod,PR100859,2,0
U115379,0,0,2260.0,PR100865,Windows,PR100071,0,0
U115380,1,2,1408.0,PR100281,Andriod,PR100369,1,0
U115381,25,9,1241.0,PR101064,Windows,PR100865,5,17
U115382,17,11,1191.0,PR100872,Andriod,,12,3
U115383,10,10,1299.0,PR101862,Windows,PR100102,2,8
U115384,6,2,1312.0,PR100145,Andriod,PR100145,3,2
U115385,1,1,1199.0,,Windows,PR100776,1,0
U115386,3,6,1212.0,PR100095,Mac OS X,PR100573,3,0
U115387,44,20,1191.0,PR100241,Andriod,,20,14
U115388,9,4,1191.0,PR100910,Andriod,PR100200,6,3
U115389,4,3,1379.0,PR100145,Andriod,PR100185,1,3
U115390,9,4,1379.0,PR100145,Windows,PR100435,6,2
U115392,24,6,1509.0,PR100024,Windows,PR100024,1,17
U115393,0,1,1818.0,PR100106,Andriod,PR100002,0,0
U115394,7,4,1324.0,PR100102,Andriod,PR100102,0,6
U115395,4,5,1714.0,PR101026,Windows,PR100752,1,2
U115396,7,4,1226.0,PR100872,Andriod,PR100872,5,0
U115397,0,0,1576.0,PR100017,Windows,PR100017,0,0
U115398,6,3,1381.0,PR100145,Andriod,PR102284,5,1
U115399,0,0,1324.0,PR100024,Linux,PR100024,0,0
U115400,9,3,1379.0,PR100145,Andriod,PR100515,3,4
U115401,1,1,2273.0,PR100906,Andriod,PR100017,0,1
U115402,0,4,1531.0,PR100060,Windows,PR100152,0,0
U115403,8,11,1816.0,PR100152,Andriod,PR104378,6,0
U115404,1,0,1190.0,,Windows,PR100333,1,0
U115405,2,4,1851.0,PR101641,Windows,PR100241,0,2
U115406,8,6,1181.0,PR100430,Andriod,PR100739,5,3
U115407,9,4,1192.0,PR100145,Andriod,PR100431,7,2
U115408,12,10,1226.0,PR100910,Andriod,PR100910,9,1
U115409,5,4,1312.0,PR100145,Andriod,PR100072,2,2
U115410,6,5,2277.0,PR100244,Windows,PR100312,4,1
U115411,3,3,1193.0,PR100910,Andriod,PR100872,2,0
U115412,5,3,1440.0,PR100269,Windows,PR100269,2,2
U115413,3,1,1190.0,PR100250,Windows,PR100274,1,1
U115414,25,11,1578.0,PR101030,Windows,PR101030,10,14
U115415,3,2,1421.0,PR100017,Andriod,PR100010,1,2
U115416,6,2,1204.0,PR100431,Windows,PR100200,0,5
U115417,3,2,1870.0,PR100083,Windows,PR100325,0,2
U115418,10,4,1191.0,PR100113,Andriod,PR100241,4,4
U115419,8,4,2024.0,PR100017,Andriod,PR100850,2,5
U115420,6,3,1192.0,PR100145,Andriod,PR100054,4,2
U115421,3,1,1312.0,PR100145,Windows,PR101320,1,0
U115423,2,13,1368.0,,Windows,PR100250,1,1
U115424,3,3,2755.0,PR100048,Andriod,,3,0
U115425,85,7,1900.0,PR100507,Windows,PR100196,0,68
U115426,8,2,1192.0,PR100145,Andriod,PR100908,3,4
U115427,1,1,1244.0,PR100073,Andriod,PR100854,0,1
U115428,2,3,1178.0,PR100292,Windows,PR100070,1,1
U115429,0,0,1227.0,PR100910,Windows,PR100263,0,0
U115430,2,3,1645.0,PR100072,Windows,PR100095,1,1
U115431,0,0,2182.0,PR100667,Windows,PR100919,0,0
U115432,0,0,1216.0,PR100017,Windows,PR101146,0,0
U115433,22,4,1379.0,PR100145,Windows,PR100145,9,12
U115434,11,2,1192.0,PR100145,Andriod,PR100145,7,2
U115435,1,1,1221.0,PR100386,Windows,PR100498,1,0
